_id,Response,Actors,imdbID,Director,Writer,Awards,Title,Rated,imdbVotes,imdbRating,Type,Genre,Released,Poster,Runtime,Metascore,Language,Country
570780c771a0650b20736b0c,True,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",tt3567288,M. Night Shyamalan,M. Night Shyamalan (screenplay),1 win & 9 nominations.,The Visit,PG-13,52625.0,6.2,movie,"Horror, Thriller",11 Sep 2015,http://ia.media-imdb.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg,94.0,55.0,English,USA
570780c771a0650b20736b0d,True,"Kevin Hart, Josh Gad, Affion Crockett, Kaley Cuoco",tt0884732,Jeremy Garelick,"Jeremy Garelick, Jay Lavender",2 wins & 3 nominations.,The Wedding Ringer,R,49204.0,6.7,movie,Comedy,16 Jan 2015,http://ia.media-imdb.com/images/M/MV5BMTk3MjQyNTUxNl5BMl5BanBnXkFtZTgwNjM3Mjk1MzE@._V1_SX300.jpg,101.0,35.0,English,USA
570780c771a0650b20736b0e,True,"Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Dakota Johnson",tt1355683,Scott Cooper,"Mark Mallouk (screenplay), Jez Butterworth (screenplay), Dick Lehr (based on the book by), Gerard O'Neill (based on the book by)",4 wins & 17 nominations.,Black Mass,R,96527.0,7.0,movie,"Biography, Crime, Drama",18 Sep 2015,http://ia.media-imdb.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_SX300.jpg,123.0,68.0,English,"USA, UK"
570780c771a0650b20736b0f,True,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",tt1524930,"John Francis Daley, Jonathan M. Goldstein","Jonathan M. Goldstein, John Francis Daley, John Hughes (characters)",1 win & 2 nominations.,Vacation,R,55490.0,6.2,movie,"Adventure, Comedy",29 Jul 2015,http://ia.media-imdb.com/images/M/MV5BMTUwNTM0ODMxM15BMl5BanBnXkFtZTgwNjM4Nzk4NTE@._V1_SX300.jpg,99.0,34.0,English,USA
570780c771a0650b20736b10,True,"Sanaa Lathan, Michael Ealy, Morris Chestnut, L. Scott Caldwell",tt3862750,David M. Rosenthal,"Alan B. McElroy (story), Tyger Williams (screenplay)",2 wins & 1 nomination.,The Perfect Guy,PG-13,5078.0,5.5,movie,"Drama, Thriller",11 Sep 2015,http://ia.media-imdb.com/images/M/MV5BMjA4NzcwMTkzMF5BMl5BanBnXkFtZTgwMDAwNDUxNjE@._V1_SX300.jpg,100.0,36.0,English,USA
570780c771a0650b20736b11,True,"Jennifer Lawrence, Edgar Ramirez, Robert De Niro, Dascha Polanco",tt2446980,David O. Russell,"David O. Russell (screenplay), Annie Mumolo (story), David O. Russell (story)",Nominated for 1 Oscar. Another 4 wins & 18 nominations.,Joy,PG-13,49874.0,6.6,movie,"Biography, Comedy, Drama",25 Dec 2015,http://ia.media-imdb.com/images/M/MV5BMzc2MTI5Mzk0MV5BMl5BanBnXkFtZTgwMDIxMDg1NjE@._V1_SX300.jpg,124.0,56.0,"English, Spanish, French",USA
570780c771a0650b20736b12,True,"Miles Teller, Michael B. Jordan, Kate Mara, Jamie Bell",tt1502712,Josh Trank,"Jeremy Slater (screenplay), Simon Kinberg (screenplay), Josh Trank (screenplay), Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)",7 wins & 3 nominations.,Fantastic Four,PG-13,97024.0,4.3,movie,"Action, Adventure, Sci-Fi",07 Aug 2015,http://ia.media-imdb.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@._V1_SX300.jpg,100.0,27.0,English,USA
570780c771a0650b20736b13,True,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",tt3460252,Quentin Tarantino,Quentin Tarantino,Won 1 Oscar. Another 28 wins & 96 nominations.,The Hateful Eight,R,205053.0,7.9,movie,"Crime, Drama, Mystery",30 Dec 2015,http://ia.media-imdb.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_SX300.jpg,187.0,68.0,"English, Spanish",USA
570780c771a0650b20736b15,True,"Jake Gyllenhaal, Rachel McAdams, Forest Whitaker, Oona Laurence",tt1798684,Antoine Fuqua,Kurt Sutter,7 nominations.,Southpaw,R,132121.0,7.5,movie,"Action, Drama, Sport",24 Jul 2015,http://ia.media-imdb.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_SX300.jpg,124.0,57.0,English,USA
570780c771a0650b20736b16,True,"Dermot Mulroney, Stefanie Scott, Angus Sampson, Leigh Whannell",tt3195644,Leigh Whannell,"Leigh Whannell, Leigh Whannell (characters)",1 win & 6 nominations.,Insidious: Chapter 3,PG-13,47172.0,6.1,movie,"Fantasy, Horror, Thriller",05 Jun 2015,http://ia.media-imdb.com/images/M/MV5BMTUwNDU4NjE1N15BMl5BanBnXkFtZTgwOTc0MzA5NDE@._V1_SX300.jpg,97.0,52.0,English,"Canada, USA"
570780c771a0650b20736b17,True,"Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne",tt1617661,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski",2 wins & 14 nominations.,Jupiter Ascending,PG-13,132233.0,5.4,movie,"Action, Adventure, Sci-Fi",06 Feb 2015,http://ia.media-imdb.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_SX300.jpg,127.0,40.0,"English, Russian","USA, Australia"
570780c771a0650b20736b18,True,"Emily Blunt, Benicio Del Toro, Josh Brolin, Victor Garber",tt3397884,Denis Villeneuve,Taylor Sheridan,Nominated for 3 Oscars. Another 10 wins & 122 nominations.,Sicario,R,161525.0,7.7,movie,"Action, Crime, Drama",02 Oct 2015,http://ia.media-imdb.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_SX300.jpg,121.0,81.0,"English, Spanish",USA
570780c771a0650b20736b19,True,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",tt1638355,Guy Ritchie,"Guy Ritchie (screenplay), Lionel Wigram (screenplay), Jeff Kleeman (story), David C. Wilson (story), Guy Ritchie (story), Lionel Wigram (story), Sam Rolfe (television series)",4 wins & 2 nominations.,The Man from U.N.C.L.E.,PG-13,152816.0,7.3,movie,"Action, Adventure, Comedy",14 Aug 2015,http://ia.media-imdb.com/images/M/MV5BMTc2NjQ4ODYyNF5BMl5BanBnXkFtZTgwODA3OTU5NTE@._V1_SX300.jpg,116.0,56.0,"English, Russian, German, Italian","USA, UK"
570780c771a0650b20736b1a,True,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",tt1895587,Tom McCarthy,"Josh Singer, Tom McCarthy",Won 2 Oscars. Another 106 wins & 121 nominations.,Spotlight,R,128701.0,8.2,movie,"Biography, Drama, History",25 Nov 2015,http://ia.media-imdb.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg,128.0,93.0,English,"USA, Canada"
570780c771a0650b20736b1b,True,"Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz",tt2097298,Niki Caro,"Christopher Cleveland (screenplay), Bettina Gilois (screenplay), Grant Thompson (screenplay), Christopher Cleveland (story), Bettina Gilois (story)",3 wins & 2 nominations.,"McFarland, USA",PG,20645.0,7.4,movie,"Biography, Drama, Sport",20 Feb 2015,http://ia.media-imdb.com/images/M/MV5BMjMwNjY2Mjk5OV5BMl5BanBnXkFtZTgwODM2NTA0MzE@._V1_SX300.jpg,129.0,60.0,"English, Spanish",USA
570780c771a0650b20736b1c,True,"Joseph Gordon-Levitt, Seth Rogen, Anthony Mackie, Jillian Bell",tt3530002,Jonathan Levine,"Jonathan Levine (screenplay), Kyle Hunter (screenplay), Ariel Shaffir (screenplay), Evan Goldberg (screenplay), Jonathan Levine (story)",1 nomination.,The Night Before,R,22324.0,6.6,movie,Comedy,20 Nov 2015,http://ia.media-imdb.com/images/M/MV5BMTkyNDY1ODQwNV5BMl5BanBnXkFtZTgwNzA2MjUwNzE@._V1_SX300.jpg,101.0,58.0,English,USA
570780c771a0650b20736b1d,True,"Emjay Anthony, Adam Scott, Toni Collette, Stefania LaVie Owen",tt3850590,Michael Dougherty,"Todd Casey, Michael Dougherty, Zach Shields",1 win & 8 nominations.,Krampus,PG-13,16794.0,6.5,movie,"Comedy, Fantasy, Horror",04 Dec 2015,http://ia.media-imdb.com/images/M/MV5BMjk0MjMzMTI3NV5BMl5BanBnXkFtZTgwODEyODkxNzE@._V1_SX300.jpg,98.0,49.0,English,"USA, New Zealand"
570780c771a0650b20736b1e,True,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn",tt1655441,Lee Toland Krieger,"J. Mills Goodloe (screenplay), Salvador Paskowitz (screenplay), J. Mills Goodloe (screenplay), J. Mills Goodloe (story), Salvador Paskowitz (story)",7 nominations.,The Age of Adaline,PG-13,82872.0,7.2,movie,"Drama, Fantasy, Romance",24 Apr 2015,http://ia.media-imdb.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,112.0,51.0,"English, Portuguese, Italian","USA, Canada"
570780c771a0650b20736b1f,True,"Saoirse Ronan, Hugh Gormley, Brid Brennan, Maeve McGrath",tt2381111,John Crowley,"Nick Hornby (screenplay), Colm Tóibín (novel)",Nominated for 3 Oscars. Another 28 wins & 133 nominations.,Brooklyn,PG-13,52864.0,7.5,movie,"Drama, Romance",25 Nov 2015,http://ia.media-imdb.com/images/M/MV5BMzE4MDk5NzEyOV5BMl5BanBnXkFtZTgwNDM4NDA3NjE@._V1_SX300.jpg,111.0,87.0,English,"Ireland, UK, Canada"
570780c771a0650b20736b20,True,"Britt Robertson, Scott Eastwood, Alan Alda, Jack Huston",tt2726560,George Tillman Jr.,"Nicholas Sparks (novel), Craig Bolotin (screenplay)",1 win & 4 nominations.,The Longest Ride,PG-13,43847.0,7.1,movie,"Drama, Romance",10 Apr 2015,http://ia.media-imdb.com/images/M/MV5BMzIzMjg0NjQwNF5BMl5BanBnXkFtZTgwODAwOTE4MzE@._V1_SX300.jpg,128.0,33.0,English,USA
570780c771a0650b20736b21,True,"Jennifer Lopez, Ryan Guzman, Ian Nelson, John Corbett",tt3181822,Rob Cohen,Barbara Curry,1 win & 3 nominations.,The Boy Next Door,R,24965.0,4.6,movie,"Mystery, Thriller",23 Jan 2015,http://ia.media-imdb.com/images/M/MV5BMTgxNTEyMTYzOV5BMl5BanBnXkFtZTgwNzQ4OTg5MjE@._V1_SX300.jpg,91.0,30.0,English,USA
570780c771a0650b20736b22,True,"Hugh Jackman, Levi Miller, Garrett Hedlund, Rooney Mara",tt3332064,Joe Wright,"Jason Fuchs, J.M. Barrie (characters)",4 nominations.,Pan,PG,31640.0,5.9,movie,"Adventure, Family, Fantasy",09 Oct 2015,http://ia.media-imdb.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_SX300.jpg,111.0,36.0,English,"USA, UK, Australia"
570780c771a0650b20736b23,True,"Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley",tt2967224,Anne Fletcher,"David Feeney, John Quaintance",4 nominations.,Hot Pursuit,PG-13,30216.0,5.1,movie,"Action, Comedy, Crime",08 May 2015,http://ia.media-imdb.com/images/M/MV5BNzc0MDk0NDMwM15BMl5BanBnXkFtZTgwNTIzMjE1NTE@._V1_SX300.jpg,87.0,31.0,"English, Spanish",USA
570780c771a0650b20736b24,True,"Mae Whitman, Robbie Amell, Bella Thorne, Bianca A. Santos",tt1666801,Ari Sandel,"Josh A. Cagan (screenplay), Kody Keplinger (novel)",1 win & 7 nominations.,The DUFF,PG-13,45821.0,6.6,movie,Comedy,20 Feb 2015,http://ia.media-imdb.com/images/M/MV5BMTc3OTg3MDUwN15BMl5BanBnXkFtZTgwMTAwMTkxNDE@._V1_SX300.jpg,101.0,56.0,"English, Spanish",USA
570780c771a0650b20736b25,True,"Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes",tt2404425,Simon Curtis,"Alexi Kaye Campbell, E. Randol Schoenberg (life story), Maria Altmann (life story)",5 nominations.,Woman in Gold,PG-13,30101.0,7.3,movie,"Biography, Drama, History",10 Apr 2015,http://ia.media-imdb.com/images/M/MV5BMTExMTUxNDQ5MjdeQTJeQWpwZ15BbWU4MDk4NTgxMzQx._V1_SX300.jpg,109.0,51.0,"English, German",UK
570780c771a0650b20736b26,True,"Dev Patel, Maggie Smith, Danny Mahoney, David Strathairn",tt2555736,John Madden,"John Madden (screen story), Ol Parker (screen story), Ol Parker (screenplay)",1 nomination.,The Second Best Exotic Marigold Hotel,PG,20142.0,6.6,movie,"Comedy, Drama",06 Mar 2015,http://ia.media-imdb.com/images/M/MV5BMTU3MjkxNjc0OV5BMl5BanBnXkFtZTgwMjc0NDg0NDE@._V1_SX300.jpg,122.0,51.0,English,"UK, USA"
570780c771a0650b20736b28,True,"Kevin Connolly, Adrian Grenier, Kevin Dillon, Jerry Ferrara",tt1674771,Doug Ellin,"Doug Ellin (screenplay), Doug Ellin (story), Rob Weiss (story), Doug Ellin (based on characters created by)",,Entourage,R,54164.0,6.7,movie,Comedy,03 Jun 2015,http://ia.media-imdb.com/images/M/MV5BMTQ3NjYxMDE1OV5BMl5BanBnXkFtZTgwMjgzOTE4MzE@._V1_SX300.jpg,104.0,38.0,English,USA
570780c771a0650b20736b29,True,"Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith",tt3622592,Jake Schreier,"John Green (book), Scott Neustadter (screenplay), Michael H. Weber (screenplay)",3 wins & 2 nominations.,Paper Towns,PG-13,52522.0,6.4,movie,"Drama, Mystery, Romance",24 Jul 2015,http://ia.media-imdb.com/images/M/MV5BMjE2ODQxODMwOF5BMl5BanBnXkFtZTgwNDY5NjY3NDE@._V1_SX300.jpg,109.0,56.0,English,USA
570780c771a0650b20736b2a,True,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser",tt1823672,Neill Blomkamp,"Neill Blomkamp, Terri Tatchell",1 nomination.,Chappie,R,161688.0,6.9,movie,"Action, Crime, Sci-Fi",06 Mar 2015,http://ia.media-imdb.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_SX300.jpg,120.0,41.0,English,"USA, Mexico"
570780c771a0650b20736b2b,True,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",tt2554274,Guillermo del Toro,"Guillermo del Toro, Matthew Robbins",1 win & 33 nominations.,Crimson Peak,R,69603.0,6.6,movie,"Drama, Fantasy, Horror",16 Oct 2015,http://ia.media-imdb.com/images/M/MV5BNTY2OTI5MjAyOV5BMl5BanBnXkFtZTgwNTkzMjQ0NDE@._V1_SX300.jpg,119.0,66.0,English,"USA, Canada"
570780c771a0650b20736b2c,True,"Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",tt1178665,Ken Kwapis,"Michael Arndt (screenplay), Bill Holderman (screenplay), Bill Bryson (book)",1 nomination.,A Walk in the Woods,R,11039.0,6.3,movie,"Adventure, Biography, Comedy",02 Sep 2015,http://ia.media-imdb.com/images/M/MV5BMTU2MTkwMzM0NF5BMl5BanBnXkFtZTgwMjA0NDA4NTE@._V1_SX300.jpg,104.0,51.0,English,USA
570780c771a0650b20736b2d,True,"James Ransone, Shannyn Sossamon, Robert Daniel Sloan, Dartanian Sloan",tt2752772,Ciarán Foy,"Scott Derrickson, C. Robert Cargill, Scott Derrickson (characters), C. Robert Cargill (characters)",,Sinister 2,R,20003.0,5.3,movie,"Horror, Mystery, Thriller",21 Aug 2015,http://ia.media-imdb.com/images/M/MV5BMjQ2NTM5NzU3MF5BMl5BanBnXkFtZTgwMDAwMTQyNTE@._V1_SX300.jpg,97.0,32.0,English,"USA, UK"
570780c771a0650b20736b2e,True,"Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson",tt1618442,Breck Eisner,"Cory Goodman, Matt Sazama, Burk Sharpless",,The Last Witch Hunter,PG-13,47371.0,6.0,movie,"Action, Adventure, Fantasy",23 Oct 2015,http://ia.media-imdb.com/images/M/MV5BMjM5Njk5MzYzM15BMl5BanBnXkFtZTgwNzM1Mjk4NjE@._V1_SX300.jpg,106.0,34.0,English,"USA, China, Canada"
570780c771a0650b20736b2f,True,"Owen Wilson, Lake Bell, Sterling Jerins, Claire Geare",tt1781922,John Erick Dowdle,"John Erick Dowdle, Drew Dowdle",,No Escape,R,41519.0,6.8,movie,"Action, Thriller",26 Aug 2015,http://ia.media-imdb.com/images/M/MV5BMjE0MDI3NTE5NF5BMl5BanBnXkFtZTgwNzI3ODM2NjE@._V1_SX300.jpg,103.0,38.0,"English, French, Thai, Khmer",USA
570780c771a0650b20736b30,True,"Meryl Streep, Rick Springfield, Rick Rosas, Joe Vitale",tt3623726,Jonathan Demme,Diablo Cody,3 nominations.,Ricki and the Flash,PG-13,11864.0,6.0,movie,"Comedy, Drama, Music",07 Aug 2015,http://ia.media-imdb.com/images/M/MV5BMTY1NzIxNzkzM15BMl5BanBnXkFtZTgwMzAzNjIzNjE@._V1_SX300.jpg,101.0,54.0,English,USA
570780c771a0650b20736b31,True,"Liam Neeson, Ed Harris, Joel Kinnaman, Boyd Holbrook",tt2199571,Jaume Collet-Serra,Brad Ingelsby,,Run All Night,R,70675.0,6.6,movie,"Action, Crime, Drama",13 Mar 2015,http://ia.media-imdb.com/images/M/MV5BMTU2ODI3ODEyOV5BMl5BanBnXkFtZTgwMTM3NTQzNDE@._V1_SX300.jpg,114.0,59.0,English,USA
570780c771a0650b20736b32,True,"Steve Martin, Diane Keaton, John Goodman, Ed Helms",tt2279339,Jessie Nelson,Steven Rogers (screenplay),1 nomination.,Love the Coopers,PG-13,6897.0,5.7,movie,Comedy,13 Nov 2015,http://ia.media-imdb.com/images/M/MV5BMjE4NTkyODk4NF5BMl5BanBnXkFtZTgwNjY0NzkxNzE@._V1_SX300.jpg,107.0,31.0,English,USA
570780c771a0650b20736b33,True,"Mark Duplass, Olivia Wilde, Sarah Bolger, Evan Peters",tt2918436,David Gelb,"Luke Dawson, Jeremy Slater",,The Lazarus Effect,PG-13,25797.0,5.2,movie,"Horror, Sci-Fi, Thriller",27 Feb 2015,http://ia.media-imdb.com/images/M/MV5BMjM2ODM1OTA0M15BMl5BanBnXkFtZTgwMDMxMDI5MzE@._V1_SX300.jpg,83.0,31.0,English,USA
570780c771a0650b20736b34,True,"Domhnall Gleeson, Corey Johnson, Oscar Isaac, Alicia Vikander",tt0470752,Alex Garland,Alex Garland,Won 1 Oscar. Another 59 wins & 127 nominations.,Ex Machina,R,261150.0,7.7,movie,"Drama, Mystery, Sci-Fi",24 Apr 2015,http://ia.media-imdb.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_SX300.jpg,108.0,78.0,English,UK
570780c771a0650b20736b35,True,"Chris Hemsworth, Benjamin Walker, Cillian Murphy, Brendan Gleeson",tt1390411,Ron Howard,"Charles Leavitt (screenplay), Charles Leavitt (story), Rick Jaffa (story), Amanda Silver (story), Nathaniel Philbrick (book)",1 win & 2 nominations.,In the Heart of the Sea,PG-13,46422.0,7.0,movie,"Action, Adventure, Biography",11 Dec 2015,http://ia.media-imdb.com/images/M/MV5BMjA5NzUwODExM15BMl5BanBnXkFtZTgwNjM0MzE4NjE@._V1_SX300.jpg,122.0,47.0,English,"USA, Australia, Spain, UK, Canada"
570780c771a0650b20736b36,True,"Reese Mishler, Pfeifer Brown, Ryan Shoos, Cassidy Gifford",tt2309260,"Travis Cluff, Chris Lofing","Travis Cluff, Chris Lofing",,The Gallows,R,11736.0,4.3,movie,"Horror, Thriller",10 Jul 2015,http://ia.media-imdb.com/images/M/MV5BMTU2MTMyOTkwM15BMl5BanBnXkFtZTgwOTQzNjc3NTE@._V1_SX300.jpg,81.0,30.0,English,USA
570780c771a0650b20736b37,True,"Angelababy, Dan Bakkedahl, Charlene Beck, Michael Bornhütter",tt2679042,Aleksander Bach,"Skip Woods (screenplay), Michael Finch (screenplay), Skip Woods (story)",,Hitman: Agent 47,R,54539.0,5.8,movie,"Action, Crime, Thriller",21 Aug 2015,http://ia.media-imdb.com/images/M/MV5BMTY3NTQyMDY0Ml5BMl5BanBnXkFtZTgwODkzMjI0NjE@._V1_SX300.jpg,96.0,28.0,English,"USA, Germany, UK"
570780c771a0650b20736b38,True,"Jonny Weston, Sofia Black-D'Elia, Sam Lerner, Allen Evangelista",tt2436386,Dean Israelite,"Jason Pagan, Andrew Deutschman",,Project Almanac,PG-13,52591.0,6.4,movie,"Sci-Fi, Thriller",30 Jan 2015,http://ia.media-imdb.com/images/M/MV5BMTUxMjQ2NjI4OV5BMl5BanBnXkFtZTgwODc2NjUwNDE@._V1_SX300.jpg,106.0,47.0,English,USA
570780c771a0650b20736b3a,True,"Bradley Cooper, Emma Stone, Rachel McAdams, Bill Murray",tt1243974,Cameron Crowe,Cameron Crowe,1 win & 6 nominations.,Aloha,PG-13,34947.0,5.5,movie,"Comedy, Drama, Romance",29 May 2015,http://ia.media-imdb.com/images/M/MV5BMTg4Mjc0NTE1NV5BMl5BanBnXkFtZTgwNzcwNTQ3NTE@._V1_SX300.jpg,105.0,40.0,English,USA
570780c771a0650b20736b3b,True,"Justin Fletcher, John Sparkes, Omid Djalili, Richard Webber",tt2872750,"Mark Burton, Richard Starzak","Mark Burton, Richard Starzak, Nick Park (characters created by), Callum Blades",Nominated for 1 Oscar. Another 1 win & 47 nominations.,Shaun the Sheep Movie,PG,21440.0,7.4,movie,"Animation, Adventure, Comedy",05 Aug 2015,http://ia.media-imdb.com/images/M/MV5BOTc1ODY5MTQ1Nl5BMl5BanBnXkFtZTgwMDM5ODI1NjE@._V1_SX300.jpg,85.0,81.0,N/A,"UK, France"
570780c771a0650b20736b3c,True,"Chris J. Murray, Brit Shaw, Ivy George, Dan Gill",tt2473510,Gregory Plotkin,"Jason Pagan (screenplay), Andrew Deutschman (screenplay), Adam Robitel (screenplay), Gavin Heffernan (screenplay), Brantley Aufill (story), Jason Pagan (story), Andrew Deutschman (story), Oren Peli (based on the film \",1 nomination.,Paranormal Activity: The Ghost Dimension,R,12671.0,4.6,movie,Horror,23 Oct 2015,http://ia.media-imdb.com/images/M/MV5BMjQxMjE5OTA3OF5BMl5BanBnXkFtZTgwMDAxNTg4NjE@._V1_SX300.jpg,88.0,30.0,"English, German",USA
570780c771a0650b20736b3d,True,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",tt3565344,Danny Boyle,"Aaron Sorkin (screenplay), Walter Isaacson (book)",Nominated for 2 Oscars. Another 18 wins & 101 nominations.,Steve Jobs,R,75114.0,7.3,movie,"Biography, Drama",23 Oct 2015,http://ia.media-imdb.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_SX300.jpg,122.0,82.0,English,"USA, UK"
570780c771a0650b20736b3e,True,"Ian McKellen, Laura Linney, Milo Parker, Hiroyuki Sanada",tt3168230,Bill Condon,"Mitch Cullin (novel), Jeffrey Hatcher (screenplay)",14 nominations.,Mr. Holmes,PG,34979.0,7.0,movie,"Drama, Mystery",24 Jul 2015,http://ia.media-imdb.com/images/M/MV5BMTg5MjE0Njk0MF5BMl5BanBnXkFtZTgwNTgwMjQ4NTE@._V1_SX300.jpg,104.0,67.0,"English, Japanese, French","UK, USA"
570780c771a0650b20736b3f,True,"Rakim Mayers, Blake Anderson, Bruce Beatty, De'aundre Bonds",tt3850214,Rick Famuyiwa,Rick Famuyiwa,6 wins & 20 nominations.,Dope,R,46982.0,7.3,movie,"Comedy, Crime, Drama",19 Jun 2015,http://ia.media-imdb.com/images/M/MV5BMjA3MjYyNTk0Nl5BMl5BanBnXkFtZTgwODc1NzQ1NTE@._V1_SX300.jpg,103.0,72.0,English,USA
570780c771a0650b20736b40,True,Tina Fey,tt3660770,"Mark Linfield, Alastair Fothergill",,1 nomination.,Monkey Kingdom,G,2204.0,7.3,movie,Documentary,17 Apr 2015,http://ia.media-imdb.com/images/M/MV5BMzIxNDc1MDg0MF5BMl5BanBnXkFtZTgwNTI3ODE4MzE@._V1_SX300.jpg,81.0,72.0,English,USA
570780c771a0650b20736b41,True,"Ed Skrein, Ray Stevenson, Loan Chabanol, Gabriella Wright",tt2938956,Camille Delamarre,"Adam Cooper, Bill Collage, Luc Besson, Luc Besson (characters), Robert Mark Kamen (characters)",,The Transporter Refueled,PG-13,22523.0,5.1,movie,"Action, Crime, Thriller",04 Sep 2015,http://ia.media-imdb.com/images/M/MV5BMjAyMDE2ODU3Ml5BMl5BanBnXkFtZTgwODU0MTA0NjE@._V1_SX300.jpg,96.0,32.0,English,"France, China, Belgium"
570780c771a0650b20736b42,True,"Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson",tt3170832,Lenny Abrahamson,"Emma Donoghue (screenplay), Emma Donoghue (based on the novel by)",Won 1 Oscar. Another 79 wins & 124 nominations.,Room,R,98027.0,8.3,movie,Drama,22 Jan 2016,http://ia.media-imdb.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_SX300.jpg,118.0,86.0,English,"Ireland, Canada"
570780c771a0650b20736b43,True,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton",tt3316948,Nima Nourizadeh,Max Landis,,American Ultra,R,44683.0,6.1,movie,"Action, Comedy",21 Aug 2015,http://ia.media-imdb.com/images/M/MV5BMTcwMTM1NDU1Ml5BMl5BanBnXkFtZTgwNDk5MTgzNjE@._V1_SX300.jpg,96.0,50.0,"English, Mandarin","USA, Switzerland"
570780c771a0650b20736b44,True,"Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd",tt4183692,"Andrew Erwin, Jon Erwin","Jon Erwin, Quinton Peeples",1 nomination.,Woodlawn,PG,2778.0,6.5,movie,"Drama, Sport",16 Oct 2015,http://ia.media-imdb.com/images/M/MV5BMTA0ODM5MTM5MTleQTJeQWpwZ15BbWU4MDAwNzk1NDYx._V1_SX300.jpg,123.0,57.0,English,USA
570780c771a0650b20736b45,True,"Bradley Cooper, Sienna Miller, Daniel Brühl, Riccardo Scamarcio",tt2503944,John Wells,"Steven Knight (screenplay), Michael Kalesniko (story)",6 wins.,Burnt,R,47197.0,6.6,movie,"Comedy, Drama",30 Oct 2015,http://ia.media-imdb.com/images/M/MV5BNjEzNTk2OTEwNF5BMl5BanBnXkFtZTgwNzExMTg0NjE@._V1_SX300.jpg,101.0,42.0,"English, French",USA
570780c771a0650b20736b46,True,"Senyo Amoaku, Sean Astin, Brian Bosworth, Valerie Domínguez",tt4056738,Jon Gunn,"Chuck Konzelman, Cary Solomon",,Do You Believe?,PG-13,4514.0,5.9,movie,Drama,20 Mar 2015,http://ia.media-imdb.com/images/M/MV5BMjE5MzAxMjUyMl5BMl5BanBnXkFtZTgwNDk1OTMwNDE@._V1_SX300.jpg,120.0,22.0,English,USA
